Nombre,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,Saturacion_Mes
up_CUSP05_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP05_c_Bandwidth+IN_percent,11.83,17.19,27.86,15.37,18.02,24.45,21.8,19.9,19.64,13.9,16.95,25.32,18.09,16.2,12.15,17.65,19.93,23.01,24.88,38.19,17,17.89,29.81,13.72,14.55,23.89,32.46,18.46,16.96,0
up_CUSP05_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP05_d_Bandwidth+IN_percent,13.08,16.21,15.04,11.73,18.21,24.14,20.27,19.68,9.44,13.11,16.7,26.71,17.59,15.98,17.55,19.8,22.59,23.38,27.49,15.19,18.11,17.55,18.94,14.09,12.27,32.67,17.01,24.04,23.09,0
up_CUSP05_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06A_a_Bandwidth+IN_percent,15.19,10.88,17.44,12.97,18.36,13.99,14.91,13.78,9.33,15.86,14.53,17.95,20.63,25.92,34.77,29.3,22.28,31.22,13.68,30.23,17.29,30.2,26.67,24.63,31.09,23.9,47.12,24.06,22.94,0
up_CUSP06A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06A_b_Bandwidth+IN_percent,16.02,11.11,39.78,11.8,15.38,14.06,11.68,12.26,12.29,14.5,21.46,18.07,20.6,25.67,33.25,26.54,22.56,30.54,13.79,29.8,16.73,28.71,25.97,21.15,30.72,23.38,45.65,20.72,27.5,0
up_CUSP06A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06A_c_Bandwidth+IN_percent,14.4,17.37,10.28,11.32,15.87,11.53,9.28,11.53,9.16,15.56,15.41,16.99,21.63,24.92,32.96,27.23,21.3,29.94,16.91,29.59,13.78,28.84,25.51,26.88,33.74,23.12,50.1,24.01,24.34,0
up_CUSP06A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06A_d_Bandwidth+IN_percent,13.55,8.5,8.65,10.63,14.57,11.59,9.06,11.27,8.91,14.5,14.59,15.73,19.16,25.78,36.74,26.41,22.12,31,10.28,30.15,12.54,29.63,23.1,21.44,28.77,22.45,44.33,20.34,24.16,0
up_CUSP06A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06B_a_Bandwidth+IN_percent,8.34,9.91,10.85,6.55,12.12,10.19,19.91,7.82,6.69,10.48,9.19,11.95,9.28,24.55,10.11,11.79,19.75,10.24,13.32,9.75,14.55,18.83,7.54,16.95,13.41,11.51,34.59,31.87,20.32,0
up_CUSP06B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06B_b_Bandwidth+IN_percent,8.65,10.76,11.19,6.69,12.26,10.71,19.89,10.35,6.1,11.92,9.69,13.7,10.16,22.32,13.46,11.92,19.25,13.65,14.94,14.03,16.82,14.7,7.51,18.29,24.51,12.72,12.99,16.83,24.05,0
up_CUSP06B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06B_c_Bandwidth+IN_percent,10.58,14.78,12.69,9.79,13.38,14.76,21.76,9.04,7.67,7.25,11.21,12.33,10.49,19.44,15.71,12.7,23.82,12.57,14.41,14.11,16.04,11.24,9.02,16.71,24.51,15.41,26.91,30.48,25.11,0
up_CUSP06B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP06B_d_Bandwidth+IN_percent,12.21,15.42,11.98,17.76,25.73,14.49,27.53,16.84,7.41,11.64,11.67,14.92,23.67,20.56,15.69,13.34,23.4,11.87,14.36,14.82,17.21,12.72,11.1,16.7,35.67,12.34,29.08,19.8,23.34,0
up_CUSP06B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP07_a_Bandwidth+IN_percent,15.07,31.19,19.15,28.6,17.56,29.11,14.76,13.88,14.5,11.18,17.93,29.33,31.48,31.38,25.17,25.85,19,21.79,24.59,25.89,28.24,30.91,30.25,26.95,35.41,35.69,42.29,31.77,25.14,0
up_CUSP07_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP07_b_Bandwidth+IN_percent,11.66,32.83,16.59,24.18,16.04,37.65,15.15,15.83,17.42,12.58,19.94,31.56,29.63,31.38,21.38,24.21,18.67,14.45,22.08,26.4,23.12,19.56,35.42,25.65,33.4,35.81,41.85,31.06,27.54,0
up_CUSP07_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP07_c_Bandwidth+IN_percent,31.69,51.74,51.38,25.47,16.68,29.53,15.02,30.76,21.77,39.2,40.44,57.53,42.74,33.09,26.22,29.09,19.25,50.57,52.21,27.59,28.68,42.27,54.7,49.76,54.11,60.36,34.73,42.01,49.46,0
up_CUSP07_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP07_d_Bandwidth+IN_percent,13.61,32.72,21.45,25.84,16.91,31.75,27.65,19.89,19.79,14.94,25.77,73,31.49,34.56,27.39,30.11,23.59,16.81,23.86,30.88,27.04,24.17,34.78,30.55,35.05,37.57,42.89,35.01,30.95,0
up_CUSP07_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08A_a_Bandwidth+IN_percent,14.93,12.36,12.01,15.36,18.74,15.94,14.51,45.57,16.63,13.36,16.48,17.1,18.32,14.6,31.83,25.17,15.62,24.95,34.69,39.41,21.53,25.78,38.25,13.49,12.24,17.86,31.72,36.54,38.29,0
up_CUSP08A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08A_b_Bandwidth+IN_percent,13.88,11.48,10.4,12.33,18.88,14.98,16.89,29.5,17.3,12.74,17.21,17.76,20.4,18.05,31.9,23.7,15.48,17.59,33.32,39.39,20.63,24.6,36.75,15.15,14.03,17.41,29.49,37.71,29.24,0
up_CUSP08A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08A_c_Bandwidth+IN_percent,20.44,11.09,11.77,13.56,17.44,14.96,14.86,29.48,17.04,12.63,16.89,17.58,19.39,14.64,30.53,24.56,15.03,13.38,33.65,39.75,23.25,26.45,37.12,13.67,14.31,16.98,70.88,37.38,29.25,0
up_CUSP08A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08A_d_Bandwidth+IN_percent,14.37,12.98,9.96,12.78,18.3,16.08,15.72,31.53,17.52,13.51,16,18.21,20.39,15.2,33.63,48.47,15.76,17.68,36.35,40.63,24.29,27.02,37.89,16.77,12.97,16.54,34.97,37.77,29.3,0
up_CUSP08A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08B_a_Bandwidth+IN_percent,12.12,17.24,11.64,33.72,16.32,15.84,16.19,14.74,24.04,24.15,8.52,29.27,15.79,10.72,19.14,18.23,14.26,10.69,12.15,15.3,12.98,12.29,20.68,27.62,11.5,10.09,11.72,15.01,12.91,0
up_CUSP08B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08B_b_Bandwidth+IN_percent,12.33,17.44,11.56,12.49,15.44,14.1,19.24,16.9,25.85,25.61,9.09,28.9,17.62,13.23,21.11,20.6,15.09,12.46,12.57,15.49,13.57,19.13,22.45,15.49,11.7,10.66,11.98,15.81,13.76,0
up_CUSP08B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08B_c_Bandwidth+IN_percent,16.19,17.06,10.51,12.01,15.44,13.26,17.28,15.27,25.72,25.55,11.14,26.84,16.79,11.38,20.26,18.96,15.28,10.8,12.26,16.05,13.98,22.04,22.46,14.65,11.69,19.53,12.35,14.16,14.27,0
up_CUSP08B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP08B_d_Bandwidth+IN_percent,15.24,23.74,13.79,11.74,24.62,16.09,17.81,22.3,25.21,27.83,12.65,34.31,20.48,17.84,24.52,21.85,24.47,37.02,18.07,26.69,17.67,16.89,22.23,32.1,17.13,17.31,23.85,19.42,23.78,0
up_CUSP08B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP09_a_Bandwidth+IN_percent,39.54,34.49,24.48,27.89,42.49,32.94,50.37,30.54,46.14,27.07,44.82,38.5,29.92,42.36,58.95,27.77,19.77,49.69,38.84,56.62,41.39,44.13,44.03,21.97,46.25,54.15,66.73,66.75,80.06,0
up_CUSP09_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP09_b_Bandwidth+IN_percent,39.9,34.09,24.35,31.05,41.68,31.36,33.48,31.65,54.94,33.01,33.17,45.57,37.86,43.32,42.58,28.13,25.19,26,50.96,50.19,47.31,47.75,45.47,28.57,53.31,75.54,83.22,68.43,88.92,0
up_CUSP09_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP09_c_Bandwidth+IN_percent,42.89,34.72,24.39,31.01,32.26,31.12,28.47,32.38,47.06,26.98,28.6,39.29,29.72,39.62,42.34,28.38,19.4,28.65,40.84,46.5,43.15,44.28,45.41,25.15,49.41,55.11,68.13,69.01,84.44,0
up_CUSP09_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP09_d_Bandwidth+IN_percent,58.57,53.89,26.92,36.49,36.47,36.08,33.06,50.22,48.26,31.18,31.71,47.76,35.37,45.51,43.36,28.66,27.46,31.12,41.85,55.62,54.71,47.4,44.74,27.77,53.21,56.22,65.65,67.05,84.27,0
up_CUSP09_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP10_a_Bandwidth+IN_percent,23.59,11.01,19.61,17.22,15.84,14.7,14.47,16.71,9.15,10.98,13.75,17.72,22.33,22.18,17.54,18.69,17.22,49.59,16.25,18.17,27.99,26.87,37.83,22.55,24.83,33.41,42.8,42.37,30.76,0
up_CUSP10_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP10_b_Bandwidth+IN_percent,24.58,10.89,19.79,14.98,15.92,15.04,14.76,17.09,9.23,12.46,13.7,17.94,19.29,23.91,15.76,17.99,15.56,49.03,17.09,18.86,30.09,27.68,43.34,23.16,28.67,33.12,43.07,43.95,32.02,0
up_CUSP10_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP10_c_Bandwidth+IN_percent,23.79,11.49,20.44,14.03,14.68,15.81,16.17,19.95,13.47,10.94,13.75,17.24,20.63,25.28,16.89,15.15,16.38,55.71,17,19.03,40.66,27.65,25.25,22.75,25.26,46.15,45.53,45.62,33.14,0
up_CUSP10_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP10_d_Bandwidth+IN_percent,23.88,10.91,20.73,16.05,15.93,15.38,14.45,18.76,12.24,12.24,16.86,17.91,19.51,27.64,26.43,18.71,21.8,56.92,18.81,20.57,40.86,29.24,34.33,24.01,25.82,47.35,47.02,43.52,31.13,0
up_CUSP10_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP11_a_Bandwidth+IN_percent,23.74,22.93,22.22,27.66,28.86,29.96,33.14,33.02,27.59,41.28,35.79,37.42,31.13,25.6,26.12,24.9,30.54,45.17,30.4,48.32,33.9,53.6,34.64,24.13,28.47,31.86,26.63,30.19,39.99,0
up_CUSP11_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP11_b_Bandwidth+IN_percent,36.43,28.09,63.1,36.27,33.39,37.37,42.44,37.33,27.94,45.13,35.96,30.1,38.39,27.7,26.93,25.99,29.97,45.3,31.82,49.84,36.18,46.8,37.11,26.1,29.38,42.85,42.68,46.46,38.65,0
up_CUSP11_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP11_c_Bandwidth+IN_percent,34.74,49.92,25.56,28.94,30.95,31.75,32.93,33.93,28.57,46.14,36.56,33.57,34.38,35.03,28.9,27.31,33.94,45.64,32.14,49.12,36.11,49.05,41.99,27.34,29.6,35.47,31.33,39.54,38.15,0
up_CUSP11_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP11_d_Bandwidth+IN_percent,26.21,46.38,61.45,30.96,35.05,33.96,41.8,44.1,28.66,55.33,40.68,29.21,37.01,31.67,30.61,29.31,35.57,49.86,33.32,49.61,37.76,54.72,51.85,28.52,33.35,38.31,43.39,40.16,41.97,0
up_CUSP11_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP12_a_Bandwidth+IN_percent,39.25,35.6,35.25,46.39,54.7,47.25,45.23,43.84,46.12,44.03,38.47,52.16,33.21,46.95,44.32,40.91,27.67,42.89,28.77,43.27,65.21,37.17,38.91,55.01,41.58,63.48,64.1,46.93,55.58,0
up_CUSP12_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP12_b_Bandwidth+IN_percent,43.34,64.43,38.14,51.71,63.02,54.54,49.42,47.65,46.96,50.62,37.87,52.68,55.8,49.21,47.36,40,41.05,53.75,60.68,72.03,64.79,62.66,46.44,56.5,47.69,64.18,75.83,59.89,64.14,0
up_CUSP12_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP12_c_Bandwidth+IN_percent,40.31,41.33,36.59,46.67,62.13,45.89,47.47,43.84,47.06,51.31,38.67,55.92,50.51,48.04,51.89,39.74,36.15,50.67,59.79,71.77,63.69,55.18,43.4,52.64,42.48,68.64,73.26,59.58,60.14,0
up_CUSP12_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP12_d_Bandwidth+IN_percent,42.64,43.86,37.67,49.49,71.75,48.16,48.8,68.73,47.42,53.06,39.99,47.91,76.4,52.4,50.36,40.69,40.63,52.13,60.69,73.78,67.37,56.37,44.65,54.04,43.27,67.7,75.51,84.4,59.16,0
up_CUSP12_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP14_a_Bandwidth+IN_percent,41.99,39.7,32.69,32.35,46.49,33.66,35.49,34.45,46.75,46.72,39.01,52.88,44.9,51.79,40.4,51.42,41.34,42.02,49.26,54.33,62.45,62.45,42.17,45.19,47.72,61.55,47.12,74.72,58.01,0
up_CUSP14_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP14_b_Bandwidth+IN_percent,31.38,40.61,29.25,40.82,36.1,33.38,30.49,35.22,55.09,46.88,40.34,47.01,33.4,38.57,39.07,31.74,40.12,42.37,51.58,48.34,54.06,76.79,37,49.17,63.19,62.73,46.07,70.83,65.25,0
up_CUSP14_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP14_c_Bandwidth+IN_percent,28.2,31.99,34.36,32.16,35.84,34.61,29.15,33.98,42.22,55.28,38.8,37.99,33.45,36.65,32.45,26.7,39.73,35.69,34.82,46.55,44.98,47.64,35.71,43.35,49.58,59.69,47.91,69.69,60.82,0
up_CUSP14_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSP14_d_Bandwidth+IN_percent,30.38,35.29,27.76,45.56,36.48,32.55,29.11,33.87,42.36,44.91,34.39,36.87,33.23,40.42,34.42,27.64,43.78,37.02,34.63,45.65,44.8,45.62,37.93,42.96,45.79,59.44,43.89,69.22,56.7,0
up_CUSP14_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01A_a_Bandwidth+IN_percent,26.96,16.22,21.04,32.14,53.76,28.46,23.64,21.2,19.7,21.86,23.91,43.65,29.35,22.99,29.13,19.87,29.99,20.2,16.67,26.54,21.86,28,63.18,28.44,27.14,29.05,25.35,32.73,45.91,0
up_CUSR01A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01A_b_Bandwidth+IN_percent,28.76,16.37,19.79,30.4,53.56,27,24.19,19.89,19.49,21.63,22.46,44.17,26.96,22.89,26.55,15.65,26.4,21.47,19.78,29.16,26.14,27.31,18.93,25.95,26.93,24.93,22.52,32.48,40.52,0
up_CUSR01A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01A_c_Bandwidth+IN_percent,27.37,19.32,21.36,31.24,54.48,28.18,24.14,20.44,21.56,24.52,24.6,44.41,31.76,24.05,28.55,34.66,28.13,18.36,16.47,26.62,21.26,27.22,19.94,29.62,27.03,24.34,24.71,33.06,39.96,0
up_CUSR01A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01A_d_Bandwidth+IN_percent,28.89,17.15,22.79,33.62,54.75,29.73,24.25,21.44,21.6,22.39,22.91,43.79,30.53,23.37,27.49,15.99,28.59,18.66,16.45,24.7,21.41,25.81,20.4,32.12,27.6,26.09,26.1,33.2,39.8,0
up_CUSR01A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01B_a_Bandwidth+IN_percent,24.43,32.76,27.85,27.4,28.34,26.01,27.18,26.12,36.3,36.61,40.27,27.81,34.25,24.62,24.07,25.51,32.33,23.23,21.87,31.83,27.38,23.48,24.52,18.95,30.64,37.14,47.07,40.77,37.62,0
up_CUSR01B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01B_b_Bandwidth+IN_percent,25.3,30.87,25.95,32.73,25.87,28.32,25.63,29.51,29.89,32.36,41.3,28.65,36.01,24.48,23.73,25.75,37.68,47.04,28.39,31.65,27.36,24.36,24.56,19.16,29.31,38.5,47.47,40.57,38.21,0
up_CUSR01B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01B_c_Bandwidth+IN_percent,39.29,25.68,22.65,29.09,25.33,20.9,25.85,29.48,29.28,32.21,41.36,29.06,34.45,24.78,37.67,28.14,34.36,27.3,24.47,40.16,38.82,25.59,44.23,20.67,31.05,37.48,47.54,43.31,41.02,0
up_CUSR01B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR01B_d_Bandwidth+IN_percent,31.66,27.6,41.15,36.84,31.3,26.01,50,29.57,29.73,34.38,60.88,29.18,38.19,27.38,24.6,33.48,38.22,24.84,55,32.84,30.28,28.89,31.62,20.94,31.43,44.89,65.27,47.07,42.82,0
up_CUSR01B_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR02_a_Bandwidth+IN_percent,30.87,31.38,37.57,32.13,35.15,32.18,32.85,30.35,28.48,19.82,46.46,34.87,35.61,37.99,25.5,30.43,31.71,35.83,29.69,24.44,27.66,24.92,23.59,28,33.78,31.34,33.86,35.43,33.08,0
up_CUSR02_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR02_b_Bandwidth+IN_percent,29,32.78,29.83,34.85,34.21,46.07,32.64,26.71,28.1,20.59,41.67,34.57,31.62,41.23,25.29,31.81,32.05,34.61,25.48,38.29,31.61,24.91,25.78,28.65,37.67,38.13,38.91,40.84,38.27,0
up_CUSR02_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR02_c_Bandwidth+IN_percent,29.42,33.95,29.45,34.28,35.83,35.16,32.88,26.75,22.38,20.56,38.8,58.49,32.26,40.49,22.84,32.16,31.73,32.74,24.79,24.58,30.51,26.19,23.99,29.76,32.57,31.17,36.08,36.82,33.06,0
up_CUSR02_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSR02_d_Bandwidth+IN_percent,29.8,34.13,29.13,35.19,36.31,35.51,32.65,26.72,22.55,20.31,42.73,34.28,32.89,41.45,26.15,34.16,33.15,35.15,25.87,27.05,31.13,27.55,26.83,30.29,33.34,31.17,30.35,36.16,32.5,0
up_CUSR02_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01A_a_Bandwidth+IN_percent,39.46,28.54,29.33,35.43,32.82,41.09,30.49,44.83,27.41,34,44.4,29.34,39.62,28.47,25.51,51.88,25.85,35.94,24.41,27.51,28.43,34.27,30.13,29.47,19.06,65.22,39.61,40.27,53.04,0
up_CUSZ01A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01A_b_Bandwidth+IN_percent,39.68,28.91,28.2,33.84,33.76,40.29,31.7,34.49,26.05,34.11,42.45,29.62,40.95,31.09,26.1,52.66,30.02,35.09,28.31,31.09,31.73,38.07,29.34,33.65,17.36,62.2,41.38,41.53,65.32,0
up_CUSZ01A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01A_c_Bandwidth+IN_percent,38.94,27.1,33.48,40.07,31.04,40.9,31.18,34.1,30.12,34.57,44.78,30.75,39.88,28.42,22.77,52.49,25.69,34.75,26.04,28.24,28.58,35.24,28.65,30.03,19.05,62.25,46.35,41.22,52.06,0
up_CUSZ01A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01A_d_Bandwidth+IN_percent,55.32,28.54,45.69,37.81,29.51,43.3,32.48,37,28.1,39.85,71.72,40.58,40.21,29.64,24.45,52.89,27.4,38.03,26.32,28.73,29.47,35.97,30.17,31.03,20.08,62.48,45.75,43.01,53.35,0
up_CUSZ01A_d_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01B_a_Bandwidth+IN_percent,8.6,6.2,7.04,11.67,8.12,6.59,6.05,7.33,5.75,4.5,6.04,6.33,29.91,10.96,11.73,7.59,8.49,10.27,10.54,15.1,15.47,14.4,18.03,25.92,3.94,19.14,8.6,11.26,20.75,0
up_CUSZ01B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01B_b_Bandwidth+IN_percent,23.29,20.84,31.75,34.26,29.98,37.28,34.14,25.95,28.74,22.35,28,34.05,30.98,32.41,35.21,23.39,29.06,31.24,29.1,31.81,38.1,35.76,45.98,33.21,26.9,59.99,46.44,51.53,49.55,0
up_CUSZ01B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_CUSZ01B_c_Bandwidth+IN_percent,25.56,21.84,32.96,35.18,32.72,39.24,34.18,26.62,29.66,23.41,36.02,42.35,33.43,33.89,36.32,23.52,25.48,31.39,29.6,32.6,43.02,36.41,46.06,45.83,17.27,59.78,48.19,54.64,51.28,0
